City_ID,city,country,temperature,description,latitude,longitude,Hotel Name
474,airai,TL,56.57,broken clouds,-8.93,125.41,Juvinal Martin
475,sambava,MG,71.58,clear sky,-14.27,50.17,Melrose
476,butaritari,KI,82.89,scattered clouds,3.07,172.79,Isles Sunset Lodge
477,ribeira grande,PT,71.6,scattered clouds,38.52,-28.7,Quinta da Meia Eira
478,yellowknife,CA,51.01,broken clouds,62.46,-114.35,The Explorer Hotel
479,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
480,bengkulu,ID,76.1,light rain,-3.8,102.27,Grage Hotel Bengkulu
481,korla,CN,75.99,broken clouds,41.76,86.15,Gulisitan Hotel
482,norman wells,CA,51.8,overcast clouds,65.28,-126.83,Heritage Hotel
483,port alfred,ZA,62.04,clear sky,-33.59,26.89,The Halyards Hotel
486,san quintin,MX,81.97,clear sky,30.48,-115.95,Old Mill Hotel
487,san patricio,MX,86.0,broken clouds,19.22,-104.7,Hotel Cabo Blanco
488,agadir,MA,75.2,clear sky,30.42,-9.6,Iberostar Founty Beach
491,marsaxlokk,MT,80.01,few clouds,35.84,14.54,Water's Edge
492,kaniama,CD,78.62,clear sky,-7.57,24.18,
493,mersing,MY,77.0,broken clouds,2.43,103.84,Timotel Hotel
494,victoria,HK,84.99,moderate rain,22.29,114.16,Mini Hotel Central
495,hermanus,ZA,59.63,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
496,avarua,CK,73.4,few clouds,-21.21,-159.78,Paradise Inn
497,santa rosa,PH,80.6,broken clouds,14.31,121.11,Erlyn’s Sta Rosa City Home
498,arraial do cabo,BR,80.6,few clouds,-22.97,-42.03,Pousada Porto Praia
500,cidreira,BR,57.69,moderate rain,-30.18,-50.21,Hotel Castelo
501,cape town,ZA,63.0,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
503,torbay,CA,66.99,few clouds,47.67,-52.73,Gallows Cove
504,hermanus,ZA,59.63,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
505,carnarvon,AU,64.4,broken clouds,-24.87,113.63,Hospitality Carnarvon
508,san cristobal,VE,89.6,scattered clouds,7.77,-72.22,Pirineos
509,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
511,ponta do sol,PT,75.0,scattered clouds,32.67,-17.1,Hotel do Campo
512,kambove,CD,63.05,broken clouds,-10.88,26.6,Couvant des soeurs catholiques
513,gamba,GA,74.73,broken clouds,-2.65,10.0,
514,progreso,MX,96.01,broken clouds,21.28,-89.67,Playa Linda Hotel
516,milicz,PL,61.0,clear sky,51.53,17.27,"Agroturystyka ""Przy Lesie"" - pokoje gościnne Milicz"
517,kapaa,US,82.4,scattered clouds,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
518,brasileia,BR,96.8,thunderstorm,-11.02,-68.75,Pousada Tobias
519,necochea,AR,61.0,clear sky,-38.55,-58.74,dyd -mar Hotel
520,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
522,albany,US,78.01,scattered clouds,42.6,-73.97,
523,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
526,portland,US,78.01,scattered clouds,45.52,-122.68,Portland Marriott City Center
528,hermanus,ZA,59.63,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
529,hobart,AU,60.01,overcast clouds,-42.88,147.33,St Ives Hobart Accommodation Tasmania
531,hilo,US,80.6,few clouds,19.73,-155.09,Hilo Hawaiian Hotel
532,mafinga,TZ,72.0,broken clouds,-7.25,35.07,
534,guozhen,CN,71.15,scattered clouds,34.37,107.36,Yucai Hotel
535,albany,US,78.01,scattered clouds,42.6,-73.97,
538,kruisfontein,ZA,61.0,clear sky,-34.0,24.73,Oyster Bay House Rental
539,balkhash,KZ,59.36,clear sky,46.84,74.98,Family
540,bathsheba,BB,87.8,scattered clouds,13.22,-59.52,Atlantis Hotel
543,betsiamites,CA,73.4,overcast clouds,48.94,-68.65,Siège social - Station Uapishka
544,grand baie,MU,73.0,broken clouds,-20.02,57.58,Trou aux Biches Beachcomber Golf Resort & Spa
546,comodoro rivadavia,AR,69.8,broken clouds,-45.87,-67.5,Austral Hotel
548,guerrero negro,MX,88.11,clear sky,27.98,-114.06,"Casa Laguna, Bed & Breakfast"
550,mangrol,IN,82.53,overcast clouds,21.12,70.12,Hotel The Royal Honours
551,de-kastri,RU,58.64,overcast clouds,51.47,140.78,Somon Hotel
552,hobart,AU,60.01,overcast clouds,-42.88,147.33,St Ives Hobart Accommodation Tasmania
554,ayr,GB,60.8,shower rain,55.46,-4.63,Mercure Ayr Hotel
556,albany,US,78.01,scattered clouds,42.6,-73.97,
558,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
561,moshupa,BW,66.2,clear sky,-24.78,25.42,
562,manchester,GB,61.0,overcast clouds,53.48,-2.24,Hotel ibis Manchester Centre 96 Portland Street
563,palasa,IN,81.12,broken clouds,18.77,84.42,Malla Krishana apartment
564,hithadhoo,MV,82.9,overcast clouds,-0.6,73.08,Scoop Guest House
565,mar del plata,AR,55.4,clear sky,-38.0,-57.56,Gran Hotel Mar del Plata habitaciones
566,minatitlan,MX,86.0,broken clouds,17.98,-94.52,Grand Regency Express
567,jamestown,US,66.99,few clouds,42.1,-79.24,Hampton Inn & Suites Jamestown
568,ponta do sol,PT,75.0,scattered clouds,32.67,-17.1,Hotel do Campo
569,hailar,CN,52.65,scattered clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
570,lebu,CL,53.6,broken clouds,-37.62,-73.65,Hostal Las Lilas
571,socorro,US,89.6,scattered clouds,31.65,-106.3,guarderia imss papalote
572,divnoye,RU,72.16,clear sky,45.91,43.35,Motel Manych-Gudilo
573,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
574,yellowknife,CA,51.01,broken clouds,62.46,-114.35,The Explorer Hotel
575,mongo,TD,78.39,light rain,12.18,18.69,
576,kavieng,PG,82.58,clear sky,-2.57,150.8,Nusa Island Retreat
577,hirara,JP,80.87,scattered clouds,24.8,125.28,Hotel Atoll Emerald Miyakojima
578,cape town,ZA,63.0,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
579,biak,ID,75.38,overcast clouds,-0.91,122.88,Kost Ariz
581,lagoa,PT,70.07,scattered clouds,39.05,-27.98,Casa Das Faias
583,cidreira,BR,57.69,moderate rain,-30.18,-50.21,Hotel Castelo
584,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
585,kununurra,AU,69.8,broken clouds,-15.77,128.73,Hotel Kununurra
586,chuy,UY,57.87,scattered clouds,-33.7,-53.46,Nuevo Hotel Plaza
587,saint-philippe,RE,69.8,mist,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
588,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
589,vestmanna,FO,51.8,drizzle,62.16,-7.17,Budget Guesthouse Borgustova
591,kruisfontein,ZA,61.0,clear sky,-34.0,24.73,Oyster Bay House Rental
592,hilo,US,80.6,few clouds,19.73,-155.09,Hilo Hawaiian Hotel
593,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
594,castro,BR,80.65,few clouds,-24.79,-50.01,CHACARA BAILLY
596,auki,SB,76.98,clear sky,-8.77,160.7,Auki Motel
597,arraial do cabo,BR,80.6,few clouds,-22.97,-42.03,Pousada Porto Praia
598,sorland,NO,53.6,light rain,67.67,12.69,Sjybrygga fiskecamp
599,hasaki,JP,80.6,few clouds,35.73,140.83,Inubosaki Kanko Hotel
600,port alfred,ZA,62.04,clear sky,-33.59,26.89,The Halyards Hotel
601,san quintin,MX,81.97,clear sky,30.48,-115.95,Old Mill Hotel
605,kodiak,US,53.6,clear sky,57.79,-152.41,Best Western Kodiak Inn and Convention Center
606,leninsk,RU,69.01,overcast clouds,48.71,45.2,Turbaza Odisseya
607,salalah,OM,80.6,broken clouds,17.02,54.09,HAMDAN PLAZA HOTEL
608,san quintin,MX,81.97,clear sky,30.48,-115.95,Old Mill Hotel
609,camabatela,AO,69.93,light rain,-8.19,15.38,Pensão E Restaurantes
611,severo-kurilsk,RU,52.77,scattered clouds,50.68,156.12,Kak Doma
612,sabzevar,IR,70.07,clear sky,36.21,57.68,پارکینگ وسایل سنگین جنوب
613,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
614,hilo,US,80.6,few clouds,19.73,-155.09,Hilo Hawaiian Hotel
615,georgetown,MY,80.6,few clouds,5.41,100.34,Cititel Penang
617,gouyave,GD,86.0,light intensity shower rain,12.16,-61.73,Rumboat Retreat
618,cururupu,BR,87.66,clear sky,-1.83,-44.87,Pousada Través'cia
619,amos,CA,66.2,broken clouds,48.57,-78.12,"Amosphère, complexe hôtelier"
620,san juan,AR,69.44,scattered clouds,-31.54,-68.54,Hotel Provincial
621,albany,US,78.01,scattered clouds,42.6,-73.97,
622,tabou,CI,77.4,broken clouds,4.42,-7.35,hotêl doufoulougou
623,pechenga,RU,53.6,broken clouds,69.53,31.17,
624,quatre cocos,MU,73.0,shower rain,-20.21,57.76,Emeraude Beach Attitude Hotel
626,beyneu,KZ,68.97,overcast clouds,45.32,55.2,NUR
631,coquimbo,CL,59.0,clear sky,-29.95,-71.34,Hotel San Juan
632,hermanus,ZA,59.63,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
633,erenhot,CN,63.05,clear sky,43.65,111.98,Erenhot Rurouni Youth Hostel
634,calbuco,CL,53.6,broken clouds,-41.77,-73.13,Hotel Colonial
635,umm lajj,SA,89.15,clear sky,25.02,37.27,Moon light Furnished Units
636,vaini,TO,68.0,broken clouds,-21.2,-175.2,Keleti Beach Resort
637,paso de los toros,UY,62.6,broken clouds,-32.82,-56.52,Complejo Isabelino
638,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
639,east london,ZA,59.0,few clouds,-33.02,27.91,Tu Casa
640,ust-tsilma,RU,61.63,overcast clouds,65.44,52.15,U Praskov'i
641,katsuura,JP,82.99,scattered clouds,35.13,140.3,Katsuura Hotel Mikazuki
643,mount isa,AU,73.4,clear sky,-20.73,139.5,ibis Styles Mt Isa Verona
644,yellowknife,CA,51.01,broken clouds,62.46,-114.35,The Explorer Hotel
647,grand gaube,MU,73.0,overcast clouds,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
648,chuy,UY,57.87,scattered clouds,-33.7,-53.46,Nuevo Hotel Plaza
652,kapaa,US,82.4,scattered clouds,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
653,pala,TD,71.55,scattered clouds,9.36,14.9,Hotel Pala Palace
656,ismailia,EG,78.75,clear sky,30.6,32.27,Mercure Ismailia Forsan Island Hotel
657,kapaa,US,82.4,scattered clouds,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
658,sistranda,NO,51.8,light rain,63.73,8.83,Hotell Frøya
659,micheweni,TZ,75.51,few clouds,-4.97,39.83,
660,safaga,EG,95.0,clear sky,26.73,33.94,Lamar Resort Abu Soma
661,mar del plata,AR,55.4,clear sky,-38.0,-57.56,Gran Hotel Mar del Plata habitaciones
665,vaini,TO,68.0,broken clouds,-21.2,-175.2,Keleti Beach Resort
666,salalah,OM,80.6,broken clouds,17.02,54.09,HAMDAN PLAZA HOTEL
667,santander,ES,68.0,few clouds,43.46,-3.8,Abba Santander Hotel
668,san felipe,VE,85.59,moderate rain,10.34,-68.74,Posada Llovizna Rodríguez
669,katsuura,JP,82.99,scattered clouds,35.13,140.3,Katsuura Hotel Mikazuki
670,vao,NC,69.26,overcast clouds,-22.67,167.48,Hotel Kou-Bugny
671,kumluca,TR,84.18,clear sky,36.37,30.29,TurkuazKöy
674,havelock,US,84.2,clear sky,34.88,-76.9,Sherwood Motel
675,inhambane,MZ,66.2,few clouds,-23.86,35.38,Oceano
676,avarua,CK,73.4,few clouds,-21.21,-159.78,Paradise Inn
677,new norfolk,AU,60.01,overcast clouds,-42.78,147.06,The Shingles Riverside Cottages
678,hobart,AU,60.01,overcast clouds,-42.88,147.33,St Ives Hobart Accommodation Tasmania
679,bubaque,GW,80.38,scattered clouds,11.28,-15.83,Casa Dora - Mango Lodge
681,victoria,HK,84.99,moderate rain,22.29,114.16,Mini Hotel Central
682,akyab,MM,82.69,overcast clouds,20.15,92.9,Hotel Memory
683,codrington,AU,66.34,overcast clouds,-38.27,141.97,Codrington Gardens Bed And Breakfast
684,inta,RU,58.98,overcast clouds,66.03,60.17,Apartments in Inta city
687,hilo,US,80.6,few clouds,19.73,-155.09,Hilo Hawaiian Hotel
688,poole,GB,63.0,scattered clouds,50.72,-2.0,Thistle Poole Hotel
689,victoria,HK,84.99,moderate rain,22.29,114.16,Mini Hotel Central
690,puerto carreno,CO,84.2,shower rain,6.19,-67.49,Casa Hotel Victoria
691,bloomingdale,US,93.0,overcast clouds,27.89,-82.24,Travel Club for Free
692,albany,US,78.01,scattered clouds,42.6,-73.97,
693,komsomolskiy,UZ,60.8,overcast clouds,40.43,71.72,Ikathouse
694,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
695,salalah,OM,80.6,broken clouds,17.02,54.09,HAMDAN PLAZA HOTEL
698,mar del plata,AR,55.4,clear sky,-38.0,-57.56,Gran Hotel Mar del Plata habitaciones
702,new norfolk,AU,60.01,overcast clouds,-42.78,147.06,The Shingles Riverside Cottages
704,ancud,CL,55.0,overcast clouds,-41.87,-73.82,Hotel Arena Gruesa
705,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
706,hithadhoo,MV,82.9,overcast clouds,-0.6,73.08,Scoop Guest House
707,georgetown,MY,80.6,few clouds,5.41,100.34,Cititel Penang
708,hermanus,ZA,59.63,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
709,saldanha,ZA,62.6,clear sky,-33.01,17.94,Blue Bay Lodge
710,pucallpa,PE,93.2,scattered clouds,-8.38,-74.55,Hotel Sol de Oriente - Pucallpa
711,burgos,ES,59.0,clear sky,42.34,-3.71,Hotel Corona de Castilla (Sercotel)
712,east london,ZA,59.0,few clouds,-33.02,27.91,Tu Casa
714,vaini,TO,68.0,broken clouds,-21.2,-175.2,Keleti Beach Resort
715,sagua de tanamo,CU,84.33,overcast clouds,20.58,-75.24,
718,east london,ZA,59.0,few clouds,-33.02,27.91,Tu Casa
719,torbay,CA,66.99,few clouds,47.67,-52.73,Gallows Cove
720,barda,AZ,75.33,scattered clouds,40.37,47.13,Kral Hotel
723,toro,CO,80.6,scattered clouds,4.61,-76.08,ChiloRanch Adventure
724,comodoro rivadavia,AR,69.8,broken clouds,-45.87,-67.5,Austral Hotel
725,kodiak,US,53.6,clear sky,57.79,-152.41,Best Western Kodiak Inn and Convention Center
730,arraial do cabo,BR,80.6,few clouds,-22.97,-42.03,Pousada Porto Praia
731,kirakira,SB,77.92,clear sky,-10.45,161.92,SanBiz Lodge
732,sorland,NO,53.6,light rain,67.67,12.69,Sjybrygga fiskecamp
734,cape town,ZA,63.0,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
735,poum,NC,72.03,overcast clouds,-20.23,164.02,Gîte kajeon
736,faanui,PF,77.79,clear sky,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
737,jamestown,US,66.99,few clouds,42.1,-79.24,Hampton Inn & Suites Jamestown
738,arraial do cabo,BR,80.6,few clouds,-22.97,-42.03,Pousada Porto Praia
739,east london,ZA,59.0,few clouds,-33.02,27.91,Tu Casa
740,sandovo,RU,57.18,overcast clouds,58.46,36.41,
742,carnarvon,AU,64.4,broken clouds,-24.87,113.63,Hospitality Carnarvon
744,juneau,US,53.01,overcast clouds,58.3,-134.42,"Baranof Downtown, BW Signature Collection"
745,nichinan,JP,72.19,clear sky,31.6,131.37,Guest House Aki
746,saint-philippe,RE,69.8,mist,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
749,terrasini,IT,81.0,scattered clouds,38.15,13.08,Florio Park Hotel
750,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
751,mbeya,TZ,59.0,overcast clouds,-8.9,33.45,Leda Lodge
752,jamestown,US,66.99,few clouds,42.1,-79.24,Hampton Inn & Suites Jamestown
754,sobolevo,RU,55.47,very heavy rain,54.43,31.9,
755,hilo,US,80.6,few clouds,19.73,-155.09,Hilo Hawaiian Hotel
756,castro,BR,80.65,few clouds,-24.79,-50.01,CHACARA BAILLY
758,tecoanapa,MX,85.73,clear sky,16.52,-98.75,Hotel Manglares
759,beroroha,MG,69.03,clear sky,-21.67,45.17,
761,faanui,PF,77.79,clear sky,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
762,georgetown,MY,80.6,few clouds,5.41,100.34,Cititel Penang
763,jamestown,US,66.99,few clouds,42.1,-79.24,Hampton Inn & Suites Jamestown
764,kapaa,US,82.4,scattered clouds,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
765,puerto ayora,EC,77.0,scattered clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
767,hovd,MN,52.56,overcast clouds,48.01,91.64,Hotel Khovd
768,erzurum,TR,68.0,clear sky,40.0,41.5,
769,lagoa,PT,70.07,scattered clouds,39.05,-27.98,Casa Das Faias
771,albany,US,78.01,scattered clouds,42.6,-73.97,
773,hobart,AU,60.01,overcast clouds,-42.88,147.33,St Ives Hobart Accommodation Tasmania
774,mar del plata,AR,55.4,clear sky,-38.0,-57.56,Gran Hotel Mar del Plata habitaciones
775,pisco,PE,64.99,scattered clouds,-13.7,-76.22,Hostal San Isidro Oficial
776,faanui,PF,77.79,clear sky,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
777,hithadhoo,MV,82.9,overcast clouds,-0.6,73.08,Scoop Guest House
778,atuona,PF,78.87,few clouds,-9.8,-139.03,Villa Enata
779,arraial do cabo,BR,80.6,few clouds,-22.97,-42.03,Pousada Porto Praia
782,hobart,AU,60.01,overcast clouds,-42.88,147.33,St Ives Hobart Accommodation Tasmania
784,albany,US,78.01,scattered clouds,42.6,-73.97,
786,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
789,portland,US,78.01,scattered clouds,45.52,-122.68,Portland Marriott City Center
791,cumpas,MX,85.75,broken clouds,29.98,-109.78,Hotel La Palma
792,bambous virieux,MU,73.0,shower rain,-20.34,57.76,Casa Tia Villa
793,yellowknife,CA,51.01,broken clouds,62.46,-114.35,The Explorer Hotel
795,bambous virieux,MU,73.0,shower rain,-20.34,57.76,Casa Tia Villa
796,baiyin,CN,70.0,clear sky,36.56,104.21,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
797,bintulu,MY,77.0,light rain,3.17,113.03,900 Boutique INN
798,kapaa,US,82.4,scattered clouds,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
799,kruisfontein,ZA,61.0,clear sky,-34.0,24.73,Oyster Bay House Rental
800,tezu,IN,75.04,overcast clouds,27.92,96.17,Circuit House
801,kloulklubed,PW,85.41,overcast clouds,7.04,134.26,Storyboard Beach Resort
802,agropoli,IT,77.0,broken clouds,40.35,15.0,B&B Baia di Trentova
804,lapu-lapu,PH,82.4,scattered clouds,10.31,123.95,Radisson Blu Cebu
806,pinerovka,RU,63.64,overcast clouds,51.56,43.07,Гостиница на вокзале Балашов
807,hilo,US,80.6,few clouds,19.73,-155.09,Hilo Hawaiian Hotel
811,kinna,SE,55.99,few clouds,57.51,12.69,Hanatorps Camping
812,albany,US,78.01,scattered clouds,42.6,-73.97,
813,norman wells,CA,51.8,overcast clouds,65.28,-126.83,Heritage Hotel
814,kununurra,AU,69.8,broken clouds,-15.77,128.73,Hotel Kununurra
817,acarau,BR,84.0,clear sky,-2.89,-40.12,castelo pizzaria
819,kapaa,US,82.4,scattered clouds,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
822,constitucion,CL,56.64,broken clouds,-35.33,-72.42,Hotel Boutique Las Azucenas
823,cape town,ZA,63.0,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
827,arraial do cabo,BR,80.6,few clouds,-22.97,-42.03,Pousada Porto Praia
828,lebu,CL,53.6,broken clouds,-37.62,-73.65,Hostal Las Lilas
829,port alfred,ZA,62.04,clear sky,-33.59,26.89,The Halyards Hotel
830,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
831,coquimbo,CL,59.0,clear sky,-29.95,-71.34,Hotel San Juan
833,yellowknife,CA,51.01,broken clouds,62.46,-114.35,The Explorer Hotel
834,hithadhoo,MV,82.9,overcast clouds,-0.6,73.08,Scoop Guest House
835,bereda,ES,69.01,scattered clouds,43.27,-7.54,Pazo de Verdes
836,cape town,ZA,63.0,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
837,los llanos de aridane,ES,77.0,few clouds,28.66,-17.92,Valle Aridane
838,east london,ZA,59.0,few clouds,-33.02,27.91,Tu Casa
840,brantford,CA,72.0,overcast clouds,43.13,-80.27,Comfort Inn
841,yulara,AU,66.2,clear sky,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
842,jamestown,US,66.99,few clouds,42.1,-79.24,Hampton Inn & Suites Jamestown
843,airai,TL,56.57,broken clouds,-8.93,125.41,Juvinal Martin
844,nalut,LY,89.15,broken clouds,30.33,10.85,
845,kodiak,US,53.6,clear sky,57.79,-152.41,Best Western Kodiak Inn and Convention Center
846,port alfred,ZA,62.04,clear sky,-33.59,26.89,The Halyards Hotel
847,salalah,OM,80.6,broken clouds,17.02,54.09,HAMDAN PLAZA HOTEL
848,malanje,AO,78.64,clear sky,-9.54,16.34,Malanje Hotel
849,saint-philippe,RE,69.8,mist,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
850,ejea de los caballeros,ES,68.0,clear sky,42.13,-1.14,Hotel Ciudad De Ejea
852,lerik,AZ,73.4,overcast clouds,38.77,48.41,Hotel Lerik
853,hami,CN,74.73,broken clouds,42.8,93.45,Laoyutang Resort
854,anzio,IT,75.99,clear sky,41.49,12.62,Hotel Lido Garda
855,mar del plata,AR,55.4,clear sky,-38.0,-57.56,Gran Hotel Mar del Plata habitaciones
856,hermanus,ZA,59.63,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
857,japura,ID,73.29,clear sky,-0.32,102.35,Rumah mbah Jamah
858,sao jose da coroa grande,BR,77.72,clear sky,-8.9,-35.15,Crôa Mares Hotel
859,port elizabeth,ZA,59.0,few clouds,-33.92,25.57,39 On Nile Guest House
860,vaini,TO,68.0,broken clouds,-21.2,-175.2,Keleti Beach Resort
861,castro,BR,80.65,few clouds,-24.79,-50.01,CHACARA BAILLY
862,port lincoln,AU,58.73,overcast clouds,-34.73,135.87,Port Lincoln Hotel
864,bengkulu,ID,76.1,light rain,-3.8,102.27,Grage Hotel Bengkulu
866,coahuayana,MX,78.8,broken clouds,18.73,-103.68,Hotel Los Arcos
867,shahr-e kord,IR,68.0,few clouds,32.33,50.86,Sharekord Tourism Hotel
868,vaini,TO,68.0,broken clouds,-21.2,-175.2,Keleti Beach Resort
870,naze,JP,75.2,scattered clouds,28.37,129.48,奄美ポートタワーホテル
871,constitucion,CL,56.64,broken clouds,-35.33,-72.42,Hotel Boutique Las Azucenas
874,aylmer,CA,73.0,overcast clouds,42.77,-80.98,Aylmer Trillium Park
875,faranah,GN,73.63,moderate rain,10.04,-10.74,Chez mon oncle
876,fort-shevchenko,KZ,78.46,overcast clouds,44.51,50.26,Oasis hotel Bautino
878,mackay,AU,66.2,broken clouds,-21.15,149.2,International Lodge Motel
879,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
880,culiacan,MX,87.01,overcast clouds,24.8,-107.39,Hotel Lucerna Culiacán
882,kidal,ML,94.69,scattered clouds,18.44,1.41,
883,talakan,RU,58.96,overcast clouds,50.32,130.37,
884,ambilobe,MG,69.71,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
885,bada,RU,50.76,clear sky,51.39,109.87,Kafe Gostinnitsa
886,nikolskoye,RU,55.4,broken clouds,59.7,30.79,Tourist House - Sablino
887,terrace,CA,59.0,few clouds,54.52,-128.6,Northern Motor Inn
889,benguela,AO,72.7,clear sky,-12.58,13.41,Hotel Praia Morena
890,yakima,US,82.4,clear sky,46.47,-120.67,
891,ambilobe,MG,69.71,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
894,castro,BR,80.65,few clouds,-24.79,-50.01,CHACARA BAILLY
895,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
897,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
898,hilo,US,80.6,few clouds,19.73,-155.09,Hilo Hawaiian Hotel
900,tabou,CI,77.4,broken clouds,4.42,-7.35,hotêl doufoulougou
901,santa cruz do capibaribe,BR,82.0,clear sky,-7.96,-36.2,Etiqueta Hotel
904,utica,US,80.6,clear sky,43.1,-75.23,Days Inn by Wyndham Utica
905,guerrero negro,MX,88.11,clear sky,27.98,-114.06,"Casa Laguna, Bed & Breakfast"
906,hasaki,JP,80.6,few clouds,35.73,140.83,Inubosaki Kanko Hotel
909,shingu,JP,75.87,clear sky,33.73,135.98,Shingu UI Hotel
910,vaini,TO,68.0,broken clouds,-21.2,-175.2,Keleti Beach Resort
912,butaritari,KI,82.89,scattered clouds,3.07,172.79,Isles Sunset Lodge
913,jamestown,US,66.99,few clouds,42.1,-79.24,Hampton Inn & Suites Jamestown
915,san quintin,MX,81.97,clear sky,30.48,-115.95,Old Mill Hotel
916,madang,PG,77.11,few clouds,-5.22,145.8,Comfort Inn Hotel
917,saint-philippe,RE,69.8,mist,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
919,rudnaya pristan,RU,66.16,overcast clouds,44.36,135.81,Kekur
921,brodokalmak,RU,55.4,few clouds,55.57,62.08,Stoybishche. Lesnaya Stoyanka
922,saldanha,ZA,62.6,clear sky,-33.01,17.94,Blue Bay Lodge
925,bambous virieux,MU,73.0,shower rain,-20.34,57.76,Casa Tia Villa
926,kavieng,PG,82.58,clear sky,-2.57,150.8,Nusa Island Retreat
927,chuy,UY,57.87,scattered clouds,-33.7,-53.46,Nuevo Hotel Plaza
928,samarai,PG,77.58,light rain,-10.62,150.67,Nuli Sapi
929,saint george,US,93.0,clear sky,37.1,-113.58,Best Western Plus Abbey Inn
932,bethel,US,78.01,clear sky,41.37,-73.41,Courtyard by Marriott Danbury
933,kirakira,SB,77.92,clear sky,-10.45,161.92,SanBiz Lodge
934,hobart,AU,60.01,overcast clouds,-42.88,147.33,St Ives Hobart Accommodation Tasmania
935,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
936,vao,NC,69.26,overcast clouds,-22.67,167.48,Hotel Kou-Bugny
938,cape town,ZA,63.0,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
939,yellowknife,CA,51.01,broken clouds,62.46,-114.35,The Explorer Hotel
940,hilo,US,80.6,few clouds,19.73,-155.09,Hilo Hawaiian Hotel
941,banjar,ID,78.8,few clouds,-8.19,114.97,The Hamsa Resort
944,rikitea,PF,73.18,clear sky,-23.12,-134.97,Pension Maro'i
945,butaritari,KI,82.89,scattered clouds,3.07,172.79,Isles Sunset Lodge
946,antofagasta,CL,59.0,few clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
947,daru,PG,78.06,overcast clouds,-9.08,143.21,New century hotel
948,norman wells,CA,51.8,overcast clouds,65.28,-126.83,Heritage Hotel
950,namibe,AO,68.25,scattered clouds,-15.2,12.15,Hotel Chik Chik Namibe
954,manakara,MG,66.22,light rain,-22.13,48.02,La Residence Manakara
955,luwuk,ID,75.99,light rain,-0.95,122.79,Hotel Santika Luwuk
956,vaini,TO,68.0,broken clouds,-21.2,-175.2,Keleti Beach Resort
957,ketchikan,US,57.2,few clouds,55.34,-131.65,Snows Cove Lodge
