,city,latitude,longitude,temperature,humidity,cloudiness,wind,description,country
374,tura,25.52,90.22,74.93,93,97,5.37,light rain,IN
375,mar del plata,-38.0,-57.56,55.4,71,0,10.29,clear sky,AR
376,salalah,17.02,54.09,80.6,83,75,4.7,broken clouds,OM
377,oistins,13.07,-59.53,87.8,70,40,12.75,scattered clouds,BB
378,hilo,19.73,-155.09,80.6,74,20,3.42,few clouds,US
379,kapit,2.02,112.93,72.88,95,100,0.83,light rain,MY
380,bluff,-46.6,168.33,44.26,84,41,10.78,scattered clouds,NZ
381,albany,42.6,-73.97,78.01,46,36,5.01,scattered clouds,US
382,torbay,47.67,-52.73,66.99,52,20,3.36,few clouds,CA
383,esperance,-33.87,121.9,44.6,100,11,6.93,few clouds,AU
384,cap malheureux,-19.98,57.61,73.0,86,82,3.0,broken clouds,MU
385,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
386,hobart,-42.88,147.33,60.01,58,100,3.36,overcast clouds,AU
387,atuona,-9.8,-139.03,78.87,72,11,23.0,few clouds,PF
388,santana do acarau,-3.46,-40.21,99.95,18,0,6.46,clear sky,BR
389,bend,44.06,-121.32,75.2,31,1,8.05,clear sky,US
390,funadhoo,6.15,73.27,82.72,81,97,15.68,overcast clouds,MV
391,port alfred,-33.59,26.89,62.04,89,8,7.67,clear sky,ZA
392,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
393,butaritari,3.07,172.79,82.89,73,42,7.72,scattered clouds,KI
394,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
395,castro,-24.79,-50.01,80.65,40,19,9.22,few clouds,BR
396,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
397,arraial do cabo,-22.97,-42.03,80.6,69,20,10.29,few clouds,BR
398,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
399,mehamn,71.04,27.85,48.2,93,81,5.82,broken clouds,NO
400,severo-kurilsk,50.68,156.12,52.77,89,28,11.34,scattered clouds,RU
401,chuy,-33.7,-53.46,57.87,67,32,9.44,scattered clouds,UY
402,longyearbyen,78.22,15.64,39.2,87,40,10.29,scattered clouds,SJ
403,arraial do cabo,-22.97,-42.03,80.6,69,20,10.29,few clouds,BR
404,chokurdakh,70.63,147.92,32.67,97,76,6.89,broken clouds,RU
405,mataura,-46.19,168.86,36.77,92,38,2.77,scattered clouds,NZ
406,kieta,-6.22,155.63,79.02,78,42,3.11,scattered clouds,PG
407,punta arenas,-53.15,-70.92,44.6,75,100,8.05,overcast clouds,CL
408,lavrentiya,65.58,-171.0,41.88,78,100,16.37,overcast clouds,RU
409,kapaa,22.08,-159.32,82.4,74,40,10.29,scattered clouds,US
410,bredasdorp,-34.53,20.04,60.8,87,0,11.41,clear sky,ZA
411,ponta do sol,32.67,-17.1,75.0,67,49,1.01,scattered clouds,PT
412,garowe,8.41,48.48,83.46,44,93,13.49,overcast clouds,SO
413,karratha,-20.74,116.85,72.54,54,0,8.43,clear sky,AU
414,verkh-usugli,52.7,115.17,48.99,77,0,2.15,clear sky,RU
415,carahue,-38.7,-73.17,55.4,76,40,4.7,scattered clouds,CL
416,avarua,-21.21,-159.78,73.4,60,17,3.36,few clouds,CK
417,faanui,-16.48,-151.75,77.79,81,2,14.83,clear sky,PF
418,torbay,47.67,-52.73,66.99,52,20,3.36,few clouds,CA
419,pemangkat,1.17,108.97,76.39,82,100,3.69,overcast clouds,ID
420,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
421,chokurdakh,70.63,147.92,32.67,97,76,6.89,broken clouds,RU
422,butaritari,3.07,172.79,82.89,73,42,7.72,scattered clouds,KI
423,cairns,-16.92,145.77,69.8,83,90,12.75,overcast clouds,AU
424,banda aceh,5.56,95.32,80.47,79,99,8.03,overcast clouds,ID
425,mataura,-46.19,168.86,36.77,92,38,2.77,scattered clouds,NZ
426,dikson,73.51,80.55,43.43,81,100,17.85,overcast clouds,RU
427,vestmanna,62.16,-7.17,51.8,93,45,18.34,drizzle,FO
428,ponta do sol,32.67,-17.1,75.0,67,49,1.01,scattered clouds,PT
429,muzhi,65.37,64.67,52.27,58,99,9.28,overcast clouds,RU
430,castro,-24.79,-50.01,80.65,40,19,9.22,few clouds,BR
431,esperance,-33.87,121.9,44.6,100,11,6.93,few clouds,AU
432,haines junction,60.75,-137.51,50.0,57,89,9.55,overcast clouds,CA
433,ribeira grande,38.52,-28.7,71.6,73,40,17.22,scattered clouds,PT
434,ribeira grande,38.52,-28.7,71.6,73,40,17.22,scattered clouds,PT
435,albany,42.6,-73.97,78.01,46,36,5.01,scattered clouds,US
436,ponta do sol,32.67,-17.1,75.0,67,49,1.01,scattered clouds,PT
437,jamestown,42.1,-79.24,66.99,88,20,19.46,few clouds,US
438,avarua,-21.21,-159.78,73.4,60,17,3.36,few clouds,CK
439,dudinka,69.41,86.18,46.4,100,90,6.71,fog,RU
440,necochea,-38.55,-58.74,61.0,33,0,8.01,clear sky,AR
441,khandyga,62.67,135.6,39.61,85,42,3.47,scattered clouds,RU
442,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
443,norman wells,65.28,-126.83,51.8,57,90,12.75,overcast clouds,CA
444,bengkulu,-3.8,102.27,76.1,89,10,8.01,light rain,ID
445,laela,-8.57,32.05,67.1,31,81,4.07,broken clouds,TZ
446,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
447,port alfred,-33.59,26.89,62.04,89,8,7.67,clear sky,ZA
448,erzin,36.96,36.2,84.0,81,0,1.61,clear sky,TR
449,san quintin,30.48,-115.95,81.97,52,0,9.95,clear sky,MX
450,albany,42.6,-73.97,78.01,46,36,5.01,scattered clouds,US
451,puerto ayora,-0.74,-90.35,77.0,61,40,13.87,scattered clouds,EC
452,port elizabeth,-33.92,25.57,59.0,100,20,3.36,few clouds,ZA
453,fortuna,40.6,-124.16,86.0,44,1,4.7,clear sky,US
454,tommot,58.96,126.29,41.83,85,15,0.87,few clouds,RU
455,albany,42.6,-73.97,78.01,46,36,5.01,scattered clouds,US
456,laguna,38.42,-121.42,93.99,31,1,6.35,haze,US
457,vaini,-21.2,-175.2,68.0,88,75,6.93,broken clouds,TO
458,broome,42.25,-75.83,79.0,56,1,16.11,clear sky,US
459,hilo,19.73,-155.09,80.6,74,20,3.42,few clouds,US
460,puerto ayora,-0.74,-90.35,77.0,61,40,13.87,scattered clouds,EC
461,arawa,-6.21,155.54,77.4,80,35,2.28,scattered clouds,PG
462,severo-kurilsk,50.68,156.12,52.77,89,28,11.34,scattered clouds,RU
463,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
464,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
465,yellowknife,62.46,-114.35,51.01,46,75,10.29,broken clouds,CA
466,pevek,69.7,170.31,40.8,83,63,7.23,broken clouds,RU
467,hobyo,5.35,48.53,76.32,79,21,25.12,few clouds,SO
468,luorong,24.41,109.61,75.85,91,100,1.7,light rain,CN
469,kaeo,-35.1,173.78,48.0,3,10,1.01,clear sky,NZ
470,makuyuni,-4.73,38.1,69.58,67,22,4.7,few clouds,TZ
471,guerrero negro,27.98,-114.06,88.11,48,0,2.01,clear sky,MX
472,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
473,nioaque,-21.14,-55.83,97.12,24,96,7.54,overcast clouds,BR
474,airai,-8.93,125.41,56.57,55,64,3.27,broken clouds,TL
475,sambava,-14.27,50.17,71.58,80,0,15.93,clear sky,MG
476,butaritari,3.07,172.79,82.89,73,42,7.72,scattered clouds,KI
477,ribeira grande,38.52,-28.7,71.6,73,40,17.22,scattered clouds,PT
478,yellowknife,62.46,-114.35,51.01,46,75,10.29,broken clouds,CA
479,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
480,bengkulu,-3.8,102.27,76.1,89,10,8.01,light rain,ID
481,korla,41.76,86.15,75.99,65,56,5.01,broken clouds,CN
482,norman wells,65.28,-126.83,51.8,57,90,12.75,overcast clouds,CA
483,port alfred,-33.59,26.89,62.04,89,8,7.67,clear sky,ZA
484,punta arenas,-53.15,-70.92,44.6,75,100,8.05,overcast clouds,CL
485,saskylakh,71.92,114.08,42.39,72,0,8.16,clear sky,RU
486,san quintin,30.48,-115.95,81.97,52,0,9.95,clear sky,MX
487,san patricio,19.22,-104.7,86.0,74,75,11.41,broken clouds,MX
488,agadir,30.42,-9.6,75.2,73,0,11.41,clear sky,MA
489,punta arenas,-53.15,-70.92,44.6,75,100,8.05,overcast clouds,CL
490,busselton,-33.65,115.33,48.99,78,2,10.94,clear sky,AU
491,marsaxlokk,35.84,14.54,80.01,78,20,5.82,few clouds,MT
492,kaniama,-7.57,24.18,78.62,26,3,1.21,clear sky,CD
493,mersing,2.43,103.84,77.0,94,74,5.82,broken clouds,MY
494,victoria,22.29,114.16,84.99,86,100,4.0,moderate rain,HK
495,hermanus,-34.42,19.23,59.63,86,0,11.92,clear sky,ZA
496,avarua,-21.21,-159.78,73.4,60,17,3.36,few clouds,CK
497,santa rosa,14.31,121.11,80.6,88,75,4.7,broken clouds,PH
498,arraial do cabo,-22.97,-42.03,80.6,69,20,10.29,few clouds,BR
499,beringovskiy,63.05,179.32,43.95,73,100,12.1,overcast clouds,RU
500,cidreira,-30.18,-50.21,57.69,93,100,13.42,moderate rain,BR
501,cape town,-33.93,18.42,63.0,87,0,3.36,clear sky,ZA
502,punta arenas,-53.15,-70.92,44.6,75,100,8.05,overcast clouds,CL
503,torbay,47.67,-52.73,66.99,52,20,3.36,few clouds,CA
504,hermanus,-34.42,19.23,59.63,86,0,11.92,clear sky,ZA
505,carnarvon,-24.87,113.63,64.4,93,75,12.75,broken clouds,AU
506,barrow,71.29,-156.79,35.6,93,90,19.46,mist,US
507,bluff,-46.6,168.33,44.26,84,41,10.78,scattered clouds,NZ
508,san cristobal,7.77,-72.22,89.6,59,40,12.75,scattered clouds,VE
509,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
510,khatanga,71.97,102.5,43.48,76,4,7.85,clear sky,RU
511,ponta do sol,32.67,-17.1,75.0,67,49,1.01,scattered clouds,PT
512,kambove,-10.88,26.6,63.05,30,59,3.24,broken clouds,CD
513,gamba,-2.65,10.0,74.73,82,56,7.63,broken clouds,GA
514,progreso,21.28,-89.67,96.01,49,75,4.7,broken clouds,MX
515,mataura,-46.19,168.86,36.77,92,38,2.77,scattered clouds,NZ
516,milicz,51.53,17.27,61.0,68,10,3.78,clear sky,PL
517,kapaa,22.08,-159.32,82.4,74,40,10.29,scattered clouds,US
518,brasileia,-11.02,-68.75,96.8,41,40,19.46,thunderstorm,BR
519,necochea,-38.55,-58.74,61.0,33,0,8.01,clear sky,AR
520,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
521,mataura,-46.19,168.86,36.77,92,38,2.77,scattered clouds,NZ
522,albany,42.6,-73.97,78.01,46,36,5.01,scattered clouds,US
523,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
524,punta arenas,-53.15,-70.92,44.6,75,100,8.05,overcast clouds,CL
525,grande prairie,55.17,-118.8,48.2,87,75,8.05,broken clouds,CA
526,portland,45.52,-122.68,78.01,56,40,3.36,scattered clouds,US
527,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
528,hermanus,-34.42,19.23,59.63,86,0,11.92,clear sky,ZA
529,hobart,-42.88,147.33,60.01,58,100,3.36,overcast clouds,AU
530,sovetskiy,61.36,63.58,48.79,65,34,3.67,scattered clouds,RU
531,hilo,19.73,-155.09,80.6,74,20,3.42,few clouds,US
532,mafinga,-7.25,35.07,72.0,47,53,9.71,broken clouds,TZ
533,tuktoyaktuk,69.45,-133.04,46.4,75,90,12.75,overcast clouds,CA
534,guozhen,34.37,107.36,71.15,40,33,2.01,scattered clouds,CN
535,albany,42.6,-73.97,78.01,46,36,5.01,scattered clouds,US
536,busselton,-33.65,115.33,48.99,78,2,10.94,clear sky,AU
537,aklavik,68.22,-135.01,50.0,61,90,6.93,overcast clouds,CA
538,kruisfontein,-34.0,24.73,61.0,85,6,3.0,clear sky,ZA
539,balkhash,46.84,74.98,59.36,45,0,11.01,clear sky,KZ
540,bathsheba,13.22,-59.52,87.8,70,40,12.75,scattered clouds,BB
541,barrow,71.29,-156.79,35.6,93,90,19.46,mist,US
542,tuktoyaktuk,69.45,-133.04,46.4,75,90,12.75,overcast clouds,CA
543,betsiamites,48.94,-68.65,73.4,72,90,5.82,overcast clouds,CA
544,grand baie,-20.02,57.58,73.0,86,76,5.99,broken clouds,MU
545,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
546,comodoro rivadavia,-45.87,-67.5,69.8,32,51,12.75,broken clouds,AR
547,bluff,-46.6,168.33,44.26,84,41,10.78,scattered clouds,NZ
548,guerrero negro,27.98,-114.06,88.11,48,0,2.01,clear sky,MX
549,kemi,65.86,24.82,50.0,100,40,6.93,scattered clouds,FI
550,mangrol,21.12,70.12,82.53,86,100,9.35,overcast clouds,IN
551,de-kastri,51.47,140.78,58.64,90,100,3.67,overcast clouds,RU
552,hobart,-42.88,147.33,60.01,58,100,3.36,overcast clouds,AU
553,mataura,-46.19,168.86,36.77,92,38,2.77,scattered clouds,NZ
554,ayr,55.46,-4.63,60.8,87,75,9.17,shower rain,GB
555,mataura,-46.19,168.86,36.77,92,38,2.77,scattered clouds,NZ
556,albany,42.6,-73.97,78.01,46,36,5.01,scattered clouds,US
557,tasiilaq,65.61,-37.64,35.6,100,7,3.36,clear sky,GL
558,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
559,mataura,-46.19,168.86,36.77,92,38,2.77,scattered clouds,NZ
560,punta arenas,-53.15,-70.92,44.6,75,100,8.05,overcast clouds,CL
561,moshupa,-24.78,25.42,66.2,25,0,3.36,clear sky,BW
562,manchester,53.48,-2.24,61.0,93,90,5.82,overcast clouds,GB
563,palasa,18.77,84.42,81.12,88,67,7.14,broken clouds,IN
564,hithadhoo,-0.6,73.08,82.9,76,90,12.64,overcast clouds,MV
565,mar del plata,-38.0,-57.56,55.4,71,0,10.29,clear sky,AR
566,minatitlan,17.98,-94.52,86.0,74,75,7.09,broken clouds,MX
567,jamestown,42.1,-79.24,66.99,88,20,19.46,few clouds,US
568,ponta do sol,32.67,-17.1,75.0,67,49,1.01,scattered clouds,PT
569,hailar,49.2,119.7,52.65,91,47,6.42,scattered clouds,CN
570,lebu,-37.62,-73.65,53.6,71,78,8.46,broken clouds,CL
571,socorro,31.65,-106.3,89.6,22,40,10.29,scattered clouds,US
572,divnoye,45.91,43.35,72.16,69,2,10.0,clear sky,RU
573,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
574,yellowknife,62.46,-114.35,51.01,46,75,10.29,broken clouds,CA
575,mongo,12.18,18.69,78.39,80,65,1.52,light rain,TD
576,kavieng,-2.57,150.8,82.58,75,4,13.0,clear sky,PG
577,hirara,24.8,125.28,80.87,65,41,5.37,scattered clouds,JP
578,cape town,-33.93,18.42,63.0,87,0,3.36,clear sky,ZA
579,biak,-0.91,122.88,75.38,84,93,3.27,overcast clouds,ID
580,bluff,-46.6,168.33,44.26,84,41,10.78,scattered clouds,NZ
581,lagoa,39.05,-27.98,70.07,78,46,20.65,scattered clouds,PT
582,barrow,71.29,-156.79,35.6,93,90,19.46,mist,US
583,cidreira,-30.18,-50.21,57.69,93,100,13.42,moderate rain,BR
584,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
585,kununurra,-15.77,128.73,69.8,33,77,5.06,broken clouds,AU
586,chuy,-33.7,-53.46,57.87,67,32,9.44,scattered clouds,UY
587,saint-philippe,-21.36,55.77,69.8,94,90,16.11,mist,RE
588,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
589,vestmanna,62.16,-7.17,51.8,93,45,18.34,drizzle,FO
590,busselton,-33.65,115.33,48.99,78,2,10.94,clear sky,AU
591,kruisfontein,-34.0,24.73,61.0,85,6,3.0,clear sky,ZA
592,hilo,19.73,-155.09,80.6,74,20,3.42,few clouds,US
593,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
594,castro,-24.79,-50.01,80.65,40,19,9.22,few clouds,BR
595,punta arenas,-53.15,-70.92,44.6,75,100,8.05,overcast clouds,CL
596,auki,-8.77,160.7,76.98,82,0,3.13,clear sky,SB
597,arraial do cabo,-22.97,-42.03,80.6,69,20,10.29,few clouds,BR
598,sorland,67.67,12.69,53.6,76,75,26.4,light rain,NO
599,hasaki,35.73,140.83,80.6,94,20,5.82,few clouds,JP
600,port alfred,-33.59,26.89,62.04,89,8,7.67,clear sky,ZA
601,san quintin,30.48,-115.95,81.97,52,0,9.95,clear sky,MX
602,krasnoselkup,65.7,82.47,43.5,76,25,2.17,scattered clouds,RU
603,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
604,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
605,kodiak,57.79,-152.41,53.6,66,1,13.24,clear sky,US
606,leninsk,48.71,45.2,69.01,56,86,8.95,overcast clouds,RU
607,salalah,17.02,54.09,80.6,83,75,4.7,broken clouds,OM
608,san quintin,30.48,-115.95,81.97,52,0,9.95,clear sky,MX
609,camabatela,-8.19,15.38,69.93,73,38,4.56,light rain,AO
610,fort nelson,58.81,-122.7,50.0,81,75,4.7,broken clouds,CA
611,severo-kurilsk,50.68,156.12,52.77,89,28,11.34,scattered clouds,RU
612,sabzevar,36.21,57.68,70.07,23,0,13.13,clear sky,IR
613,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
614,hilo,19.73,-155.09,80.6,74,20,3.42,few clouds,US
615,georgetown,5.41,100.34,80.6,94,20,2.24,few clouds,MY
616,khatanga,71.97,102.5,43.48,76,4,7.85,clear sky,RU
617,gouyave,12.16,-61.73,86.0,74,40,13.87,light intensity shower rain,GD
618,cururupu,-1.83,-44.87,87.66,55,2,7.9,clear sky,BR
619,amos,48.57,-78.12,66.2,55,75,13.87,broken clouds,CA
620,san juan,-31.54,-68.54,69.44,28,33,6.04,scattered clouds,AR
621,albany,42.6,-73.97,78.01,46,36,5.01,scattered clouds,US
622,tabou,4.42,-7.35,77.4,84,84,11.39,broken clouds,CI
623,pechenga,69.53,31.17,53.6,76,75,10.29,broken clouds,RU
624,quatre cocos,-20.21,57.76,73.0,94,75,8.05,shower rain,MU
625,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
626,beyneu,45.32,55.2,68.97,27,85,15.84,overcast clouds,KZ
627,barrow,71.29,-156.79,35.6,93,90,19.46,mist,US
628,qaanaaq,77.48,-69.36,23.85,81,13,7.63,few clouds,GL
629,sao felix do xingu,-6.64,-51.99,105.33,12,3,3.38,clear sky,BR
630,bluff,-46.6,168.33,44.26,84,41,10.78,scattered clouds,NZ
631,coquimbo,-29.95,-71.34,59.0,67,9,16.11,clear sky,CL
632,hermanus,-34.42,19.23,59.63,86,0,11.92,clear sky,ZA
633,erenhot,43.65,111.98,63.05,55,2,7.85,clear sky,CN
634,calbuco,-41.77,-73.13,53.6,71,75,12.75,broken clouds,CL
635,umm lajj,25.02,37.27,89.15,56,0,3.87,clear sky,SA
636,vaini,-21.2,-175.2,68.0,88,75,6.93,broken clouds,TO
637,paso de los toros,-32.82,-56.52,62.6,51,75,13.87,broken clouds,UY
638,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
639,east london,-33.02,27.91,59.0,100,20,3.36,few clouds,ZA
640,ust-tsilma,65.44,52.15,61.63,74,98,7.29,overcast clouds,RU
641,katsuura,35.13,140.3,82.99,88,40,18.34,scattered clouds,JP
642,seymchan,62.88,152.43,45.27,84,100,7.43,light rain,RU
643,mount isa,-20.73,139.5,73.4,31,0,10.29,clear sky,AU
644,yellowknife,62.46,-114.35,51.01,46,75,10.29,broken clouds,CA
645,busselton,-33.65,115.33,48.99,78,2,10.94,clear sky,AU
646,tuktoyaktuk,69.45,-133.04,46.4,75,90,12.75,overcast clouds,CA
647,grand gaube,-20.01,57.66,73.0,86,85,5.99,overcast clouds,MU
648,chuy,-33.7,-53.46,57.87,67,32,9.44,scattered clouds,UY
649,thompson,55.74,-97.86,41.0,75,90,14.99,overcast clouds,CA
650,chokurdakh,70.63,147.92,32.67,97,76,6.89,broken clouds,RU
651,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
652,kapaa,22.08,-159.32,82.4,74,40,10.29,scattered clouds,US
653,pala,9.36,14.9,71.55,92,48,3.83,scattered clouds,TD
654,tiksi,71.69,128.87,41.9,82,39,9.13,scattered clouds,RU
655,narsaq,60.92,-46.05,50.0,76,40,6.93,scattered clouds,GL
656,ismailia,30.6,32.27,78.75,77,0,7.78,clear sky,EG
657,kapaa,22.08,-159.32,82.4,74,40,10.29,scattered clouds,US
658,sistranda,63.73,8.83,51.8,93,75,18.34,light rain,NO
659,micheweni,-4.97,39.83,75.51,79,22,10.92,few clouds,TZ
660,safaga,26.73,33.94,95.0,39,0,16.11,clear sky,EG
661,mar del plata,-38.0,-57.56,55.4,71,0,10.29,clear sky,AR
662,turukhansk,65.82,87.98,49.26,68,100,3.62,overcast clouds,RU
663,urusha,54.05,122.9,49.41,94,0,3.98,clear sky,RU
664,grindavik,63.84,-22.43,48.2,81,75,11.41,broken clouds,IS
665,vaini,-21.2,-175.2,68.0,88,75,6.93,broken clouds,TO
666,salalah,17.02,54.09,80.6,83,75,4.7,broken clouds,OM
667,santander,43.46,-3.8,68.0,64,20,6.93,few clouds,ES
668,san felipe,10.34,-68.74,85.59,71,68,2.57,moderate rain,VE
669,katsuura,35.13,140.3,82.99,88,40,18.34,scattered clouds,JP
670,vao,-22.67,167.48,69.26,79,100,23.06,overcast clouds,NC
671,kumluca,36.37,30.29,84.18,59,0,3.33,clear sky,TR
672,longyearbyen,78.22,15.64,39.2,87,40,10.29,scattered clouds,SJ
673,aykhal,66.0,111.5,32.0,72,90,4.47,mist,RU
674,havelock,34.88,-76.9,84.2,54,1,5.82,clear sky,US
675,inhambane,-23.86,35.38,66.2,88,20,4.7,few clouds,MZ
676,avarua,-21.21,-159.78,73.4,60,17,3.36,few clouds,CK
677,new norfolk,-42.78,147.06,60.01,58,100,3.36,overcast clouds,AU
678,hobart,-42.88,147.33,60.01,58,100,3.36,overcast clouds,AU
679,bubaque,11.28,-15.83,80.38,81,44,16.62,scattered clouds,GW
680,blairmore,49.6,-114.44,48.2,70,90,12.75,overcast clouds,CA
681,victoria,22.29,114.16,84.99,86,100,4.0,moderate rain,HK
682,akyab,20.15,92.9,82.69,80,100,1.54,overcast clouds,MM
683,codrington,-38.27,141.97,66.34,33,100,21.39,overcast clouds,AU
684,inta,66.03,60.17,58.98,75,98,10.4,overcast clouds,RU
685,saskylakh,71.92,114.08,42.39,72,0,8.16,clear sky,RU
686,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
687,hilo,19.73,-155.09,80.6,74,20,3.42,few clouds,US
688,poole,50.72,-2.0,63.0,82,40,10.29,scattered clouds,GB
689,victoria,22.29,114.16,84.99,86,100,4.0,moderate rain,HK
690,puerto carreno,6.19,-67.49,84.2,70,40,5.82,shower rain,CO
691,bloomingdale,27.89,-82.24,93.0,62,90,8.05,overcast clouds,US
692,albany,42.6,-73.97,78.01,46,36,5.01,scattered clouds,US
693,komsomolskiy,40.43,71.72,60.8,55,100,4.7,overcast clouds,UZ
694,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
695,salalah,17.02,54.09,80.6,83,75,4.7,broken clouds,OM
696,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
697,tasiilaq,65.61,-37.64,35.6,100,7,3.36,clear sky,GL
698,mar del plata,-38.0,-57.56,55.4,71,0,10.29,clear sky,AR
699,esperance,-33.87,121.9,44.6,100,11,6.93,few clouds,AU
700,qaanaaq,77.48,-69.36,23.85,81,13,7.63,few clouds,GL
701,qaqortoq,60.72,-46.03,50.0,76,40,6.93,scattered clouds,GL
702,new norfolk,-42.78,147.06,60.01,58,100,3.36,overcast clouds,AU
703,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
704,ancud,-41.87,-73.82,55.0,96,100,18.99,overcast clouds,CL
705,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
706,hithadhoo,-0.6,73.08,82.9,76,90,12.64,overcast clouds,MV
707,georgetown,5.41,100.34,80.6,94,20,2.24,few clouds,MY
708,hermanus,-34.42,19.23,59.63,86,0,11.92,clear sky,ZA
709,saldanha,-33.01,17.94,62.6,63,0,5.82,clear sky,ZA
710,pucallpa,-8.38,-74.55,93.2,46,40,6.93,scattered clouds,PE
711,burgos,42.34,-3.71,59.0,51,0,16.11,clear sky,ES
712,east london,-33.02,27.91,59.0,100,20,3.36,few clouds,ZA
713,saskylakh,71.92,114.08,42.39,72,0,8.16,clear sky,RU
714,vaini,-21.2,-175.2,68.0,88,75,6.93,broken clouds,TO
715,sagua de tanamo,20.58,-75.24,84.33,81,100,3.15,overcast clouds,CU
716,hokitika,-42.72,170.97,44.28,70,0,5.28,clear sky,NZ
717,hudson bay,52.85,-102.38,43.45,60,87,12.08,overcast clouds,CA
718,east london,-33.02,27.91,59.0,100,20,3.36,few clouds,ZA
719,torbay,47.67,-52.73,66.99,52,20,3.36,few clouds,CA
720,barda,40.37,47.13,75.33,47,28,4.92,scattered clouds,AZ
721,dikson,73.51,80.55,43.43,81,100,17.85,overcast clouds,RU
722,husavik,66.04,-17.34,46.4,52,75,8.05,broken clouds,IS
723,toro,4.61,-76.08,80.6,54,40,6.93,scattered clouds,CO
724,comodoro rivadavia,-45.87,-67.5,69.8,32,51,12.75,broken clouds,AR
725,kodiak,57.79,-152.41,53.6,66,1,13.24,clear sky,US
726,khatanga,71.97,102.5,43.48,76,4,7.85,clear sky,RU
727,maltahohe,-24.83,16.98,69.31,23,0,11.88,clear sky,NA
728,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
729,coxim,-18.51,-54.76,104.65,9,2,7.14,clear sky,BR
730,arraial do cabo,-22.97,-42.03,80.6,69,20,10.29,few clouds,BR
731,kirakira,-10.45,161.92,77.92,83,2,6.49,clear sky,SB
732,sorland,67.67,12.69,53.6,76,75,26.4,light rain,NO
733,tuktoyaktuk,69.45,-133.04,46.4,75,90,12.75,overcast clouds,CA
734,cape town,-33.93,18.42,63.0,87,0,3.36,clear sky,ZA
735,poum,-20.23,164.02,72.03,76,92,13.04,overcast clouds,NC
736,faanui,-16.48,-151.75,77.79,81,2,14.83,clear sky,PF
737,jamestown,42.1,-79.24,66.99,88,20,19.46,few clouds,US
738,arraial do cabo,-22.97,-42.03,80.6,69,20,10.29,few clouds,BR
739,east london,-33.02,27.91,59.0,100,20,3.36,few clouds,ZA
740,sandovo,58.46,36.41,57.18,83,100,1.52,overcast clouds,RU
741,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
742,carnarvon,-24.87,113.63,64.4,93,75,12.75,broken clouds,AU
743,qaanaaq,77.48,-69.36,23.85,81,13,7.63,few clouds,GL
744,juneau,58.3,-134.42,53.01,81,90,13.87,overcast clouds,US
745,nichinan,31.6,131.37,72.19,85,2,6.13,clear sky,JP
746,saint-philippe,-21.36,55.77,69.8,94,90,16.11,mist,RE
747,ushuaia,-54.8,-68.3,48.2,69,75,9.17,broken clouds,AR
748,barrow,71.29,-156.79,35.6,93,90,19.46,mist,US
749,terrasini,38.15,13.08,81.0,69,40,12.75,scattered clouds,IT
750,rikitea,-23.12,-134.97,73.18,83,2,11.9,clear sky,PF
